opp_id,lead_id,account_id,rep_id,segment,lead_source,plan,stage,amount,created_date,close_date
OPP-000633,LEAD-001508,ACC-01323,REP-0039,Enterprise,Security Conference,SOC2 Starter,Closed Won,1222.66,2024-08-30,2024-11-25
OPP-000634,LEAD-001509,ACC-00713,REP-0007,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1239.22,2025-07-03,2025-08-25
OPP-000635,LEAD-001511,ACC-00033,REP-0039,SMB,Paid Search,SOC2 Starter,Closed Lost,1037.47,2024-08-09,2024-08-19
OPP-000636,LEAD-001517,ACC-00704,REP-0008,SMB,Paid Search,SOC2 Starter,Closed Won,1459.97,2024-05-17,2024-06-16
OPP-000637,LEAD-001523,ACC-00946,REP-0031,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1236.67,2025-08-31,2025-09-27
OPP-000638,LEAD-001524,ACC-00802,REP-0011,SMB,Partner Referral,SOC2 Starter,Closed Lost,1298.21,2025-09-17,2025-10-15
OPP-000639,LEAD-001527,ACC-00582,REP-0013,SMB,Organic Search,SOC2 Starter,Closed Lost,1249.49,2025-12-12,2026-01-11
OPP-000640,LEAD-001535,ACC-01523,REP-0036,SMB,Partner Referral,SOC2 Starter,Closed Lost,1025.49,2024-05-31,2024-06-27
OPP-000641,LEAD-001538,ACC-00008,REP-0017,SMB,Paid Search,SOC2 Starter,Closed Lost,1467.34,2026-03-04,2026-03-28
OPP-000642,LEAD-001539,ACC-00786,REP-0022,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Lost,2491.37,2024-03-26,2024-05-03
OPP-000643,LEAD-001542,ACC-00597,REP-0010,SMB,Content Download,SOC2 Starter,Closed Lost,1082.1,2025-11-19,2025-12-19
OPP-000644,LEAD-001543,ACC-01193,REP-0029,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1180.16,2024-03-28,2024-04-13
OPP-000645,LEAD-001544,ACC-01189,REP-0024,SMB,Content Download,SOC2 Starter,Closed Lost,1046.86,2025-05-03,2025-05-21
OPP-000646,LEAD-001552,ACC-01287,REP-0040,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1184.71,2024-02-10,2024-02-17
OPP-000647,LEAD-001554,ACC-00401,REP-0021,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,5931.57,2024-01-18,2024-02-23
OPP-000648,LEAD-001556,ACC-00521,REP-0014,SMB,Organic Search,SOC2 Starter,Closed Won,1443.0,2025-06-25,2025-07-15
OPP-000649,LEAD-001558,ACC-00051,REP-0037,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,7050.44,2025-06-12,2025-07-12
OPP-000650,LEAD-001559,ACC-00541,REP-0028,SMB,Partner Referral,SOC2 Starter,Closed Won,1471.46,2024-10-01,2024-10-29
OPP-000651,LEAD-001565,ACC-00857,REP-0001,SMB,Paid Search,SOC2 Starter,Closed Lost,1443.55,2025-10-08,2025-10-29
OPP-000652,LEAD-001566,ACC-00027,REP-0011,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1510.36,2024-10-24,2024-11-05
OPP-000653,LEAD-001570,ACC-00415,REP-0006,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1247.48,2026-04-14,2026-04-27
OPP-000654,LEAD-001571,ACC-00383,REP-0035,SMB,Paid Search,SOC2 Starter,Closed Won,1057.4,2025-01-12,2025-01-19
OPP-000655,LEAD-001572,ACC-00758,REP-0018,SMB,Content Download,SOC2 Starter,Closed Lost,1547.83,2026-01-12,2026-02-09
OPP-000656,LEAD-001573,ACC-00920,REP-0040,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,6006.82,2025-11-20,2026-04-27
OPP-000657,LEAD-001575,ACC-00233,REP-0029,SMB,Partner Referral,SOC2 Starter,Closed Won,1477.82,2026-02-22,2026-03-07
OPP-000658,LEAD-001576,ACC-01522,REP-0026,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Won,6003.63,2024-11-18,2025-01-17
OPP-000659,LEAD-001580,ACC-01199,REP-0028,SMB,Organic Search,SOC2 Starter,Closed Lost,1078.91,2024-08-09,2024-09-05
OPP-000660,LEAD-001581,ACC-01664,REP-0004,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1240.75,2025-02-20,2025-03-11
OPP-000661,LEAD-001582,ACC-00983,REP-0025,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2593.66,2025-09-18,2025-11-06
OPP-000662,LEAD-001583,ACC-00098,REP-0036,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1370.34,2025-02-02,2025-03-16
OPP-000663,LEAD-001584,ACC-00627,REP-0016,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1272.99,2025-06-21,2025-07-16
OPP-000664,LEAD-001585,ACC-00032,REP-0038,Enterprise,Paid Search,SOC2 Starter,Closed Won,1097.9,2024-01-28,2024-06-01
OPP-000665,LEAD-001587,ACC-00706,REP-0022,SMB,Content Download,SOC2 Starter,Closed Lost,1483.49,2024-01-14,2024-01-24
OPP-000666,LEAD-001589,ACC-00661,REP-0022,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1519.77,2026-01-12,2026-01-23
OPP-000667,LEAD-001590,ACC-01780,REP-0035,Enterprise,Paid Search,Enterprise Multi-Framework,Closed Lost,7755.47,2025-02-05,2025-07-21
OPP-000668,LEAD-001592,ACC-00251,REP-0037,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,8029.53,2025-08-11,2025-09-02
OPP-000669,LEAD-001594,ACC-01658,REP-0039,SMB,Paid Search,SOC2 Starter,Closed Lost,1028.16,2025-02-21,2025-03-01
OPP-000670,LEAD-001595,ACC-00887,REP-0032,SMB,Content Download,SOC2 Starter,Closed Lost,1141.49,2025-06-01,2025-06-15
OPP-000671,LEAD-001596,ACC-00109,REP-0015,SMB,Partner Referral,SOC2 Starter,Closed Won,1418.32,2025-03-04,2025-03-28
OPP-000672,LEAD-001597,ACC-01306,REP-0031,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1395.87,2026-05-27,2026-06-17
OPP-000673,LEAD-001599,ACC-01784,REP-0005,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1029.38,2024-12-11,2025-01-05
OPP-000674,LEAD-001602,ACC-00027,REP-0032,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Won,3612.62,2024-02-26,2024-04-23
OPP-000675,LEAD-001608,ACC-00601,REP-0020,SMB,Content Download,SOC2 Starter,Closed Won,1255.71,2026-05-01,2026-05-19
OPP-000676,LEAD-001610,ACC-00239,REP-0020,SMB,Security Conference,SOC2 Starter,Closed Lost,1274.25,2024-08-31,2024-09-14
OPP-000677,LEAD-001614,ACC-01132,REP-0020,Enterprise,Organic Search,Enterprise Multi-Framework,Closed Lost,6453.48,2024-07-05,2024-12-10
OPP-000678,LEAD-001615,ACC-01641,REP-0024,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,8200.49,2024-06-18,2024-10-10
OPP-000679,LEAD-001616,ACC-01280,REP-0011,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1142.35,2025-01-19,2025-02-13
OPP-000680,LEAD-001617,ACC-01467,REP-0031,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3332.62,2026-02-16,2026-03-18
OPP-000681,LEAD-001619,ACC-00391,REP-0040,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1196.29,2025-08-05,2025-08-14
OPP-000682,LEAD-001620,ACC-00831,REP-0021,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1163.4,2026-03-01,2026-03-29
OPP-000683,LEAD-001621,ACC-01404,REP-0015,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1234.47,2026-05-27,2026-06-12
OPP-000684,LEAD-001622,ACC-01336,REP-0015,SMB,Content Download,SOC2 Starter,Closed Lost,1227.71,2026-05-09,2026-05-20
OPP-000685,LEAD-001625,ACC-01424,REP-0036,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1038.03,2025-03-03,2025-03-12
OPP-000686,LEAD-001627,ACC-00726,REP-0006,SMB,Partner Referral,SOC2 Starter,Closed Lost,1106.48,2025-11-17,2025-12-12
OPP-000687,LEAD-001628,ACC-00549,REP-0012,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Won,3298.4,2025-06-16,2025-08-02
OPP-000688,LEAD-001629,ACC-00441,REP-0030,SMB,Paid Search,SOC2 Starter,Closed Won,1543.79,2026-04-27,2026-05-11
OPP-000689,LEAD-001630,ACC-01077,REP-0017,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1484.12,2024-04-30,2024-05-13
OPP-000690,LEAD-001634,ACC-00987,REP-0008,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1087.14,2024-08-09,2024-08-29
OPP-000691,LEAD-001635,ACC-00223,REP-0019,SMB,Security Conference,SOC2 Starter,Closed Lost,1033.59,2026-04-30,2026-05-21
OPP-000692,LEAD-001636,ACC-00420,REP-0017,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1415.81,2024-11-17,2025-01-10
OPP-000693,LEAD-001639,ACC-00640,REP-0008,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3477.24,2024-01-31,2024-04-12
OPP-000694,LEAD-001647,ACC-00926,REP-0013,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,7086.34,2025-10-19,2025-12-19
OPP-000695,LEAD-001649,ACC-01214,REP-0012,SMB,Paid Search,SOC2 Starter,Closed Lost,1412.12,2025-09-05,2025-09-24
OPP-000696,LEAD-001651,ACC-00029,REP-0035,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1316.36,2024-12-18,2025-02-09
OPP-000697,LEAD-001652,ACC-00093,REP-0008,SMB,Organic Search,SOC2 Starter,Closed Lost,1293.84,2025-10-02,2025-10-18
OPP-000698,LEAD-001653,ACC-00214,REP-0026,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1500.62,2025-08-01,2025-09-17
OPP-000699,LEAD-001654,ACC-01623,REP-0017,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,5904.84,2025-02-10,2025-04-03
OPP-000700,LEAD-001656,ACC-00583,REP-0026,SMB,Organic Search,SOC2 Starter,Closed Lost,1112.06,2024-11-17,2024-12-16
OPP-000701,LEAD-001661,ACC-00135,REP-0030,SMB,Security Conference,SOC2 Starter,Closed Lost,1520.85,2024-12-19,2025-01-01
OPP-000702,LEAD-001666,ACC-01663,REP-0035,SMB,Partner Referral,SOC2 Starter,Closed Lost,1470.63,2025-02-11,2025-03-04
OPP-000703,LEAD-001667,ACC-00161,REP-0017,SMB,Organic Search,SOC2 Starter,Closed Won,1066.11,2026-01-28,2026-02-22
OPP-000704,LEAD-001668,ACC-00925,REP-0009,Mid-Market,Content Download,Enterprise Multi-Framework,Negotiation,7702.45,2026-05-03,2026-06-29
OPP-000705,LEAD-001669,ACC-00015,REP-0020,SMB,Organic Search,SOC2 Starter,Closed Won,1439.16,2025-08-26,2025-09-12
OPP-000706,LEAD-001673,ACC-01316,REP-0034,SMB,Partner Referral,SOC2 Starter,Closed Lost,1373.45,2024-06-30,2024-07-30
OPP-000707,LEAD-001678,ACC-00823,REP-0019,Enterprise,,Enterprise Multi-Framework,Closed Lost,6921.04,2026-02-21,2026-05-24
OPP-000708,LEAD-001684,ACC-01149,REP-0027,Mid-Market,Security Conference,SOC2 Starter,Closed Won,1519.95,2025-07-24,2025-10-03
OPP-000709,LEAD-001686,ACC-00973,REP-0009,SMB,Paid Search,SOC2 Starter,Closed Lost,1395.62,2024-02-08,2024-03-08
OPP-000710,LEAD-001687,ACC-01144,REP-0007,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1375.95,2024-08-23,2024-09-16
OPP-000711,LEAD-001688,ACC-00380,REP-0024,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Won,1067.72,2025-12-09,2026-01-30
OPP-000712,LEAD-001689,ACC-00815,REP-0032,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1151.95,2025-09-12,2025-09-21
OPP-000713,LEAD-001690,ACC-00637,REP-0005,SMB,Organic Search,SOC2 Starter,Closed Lost,1237.98,2025-04-07,2025-05-07
OPP-000714,LEAD-001691,ACC-00317,REP-0033,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,2581.43,2024-02-06,2024-03-16
OPP-000715,LEAD-001695,ACC-01416,REP-0017,SMB,Organic Search,SOC2 Starter,Closed Won,1395.21,2025-10-04,2025-10-27
OPP-000716,LEAD-001696,ACC-00509,REP-0038,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1306.79,2025-01-28,2025-03-15
OPP-000717,LEAD-001699,ACC-01371,REP-0016,Enterprise,Paid Search,Enterprise Multi-Framework,Closed Won,7104.64,2025-11-28,2026-04-18
OPP-000718,LEAD-001700,ACC-01299,REP-0037,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1502.09,2026-03-22,2026-04-05
OPP-000719,LEAD-001701,ACC-01624,REP-0012,SMB,Paid Search,SOC2 Starter,Closed Won,1249.88,2025-11-10,2025-12-01
OPP-000720,LEAD-001702,ACC-00714,REP-0016,Enterprise,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3123.48,2026-01-15,2026-04-16
OPP-000721,LEAD-001703,ACC-01494,REP-0010,Mid-Market,Security Conference,SOC2 Starter,Closed Won,1361.46,2024-05-07,2024-07-15
OPP-000722,LEAD-001704,ACC-01668,REP-0033,SMB,Content Download,SOC2 Starter,Closed Lost,1203.96,2025-01-18,2025-02-07
OPP-000723,LEAD-001705,ACC-01638,REP-0011,SMB,Content Download,SOC2 Starter,Closed Lost,1289.08,2025-08-30,2025-09-13
OPP-000724,LEAD-001707,ACC-00061,REP-0005,SMB,Partner Referral,SOC2 Starter,Closed Lost,1040.2,2025-06-29,2025-07-27
OPP-000725,LEAD-001708,ACC-00174,REP-0018,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Won,1157.87,2024-08-15,2024-09-08
OPP-000726,LEAD-001709,ACC-00897,REP-0007,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Won,2541.48,2025-08-09,2025-08-31
OPP-000727,LEAD-001715,ACC-01124,REP-0029,SMB,Organic Search,SOC2 Starter,Closed Lost,1135.6,2025-01-09,2025-01-25
OPP-000728,LEAD-001716,ACC-00919,REP-0035,SMB,Security Conference,SOC2 Starter,Closed Lost,1279.01,2026-05-20,2026-06-16
OPP-000729,LEAD-001719,ACC-00454,REP-0009,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Won,3607.53,2025-05-07,2025-06-25
OPP-000730,LEAD-001724,ACC-00386,REP-0040,SMB,Partner Referral,SOC2 Starter,Closed Lost,1401.18,2026-05-16,2026-06-12
OPP-000731,LEAD-001726,ACC-00835,REP-0036,SMB,Paid Search,SOC2 Starter,Closed Won,1214.26,2026-05-16,2026-06-10
OPP-000732,LEAD-001730,ACC-00972,REP-0019,SMB,,SOC2 Starter,Closed Lost,1155.54,2025-01-04,2025-01-13
OPP-000733,LEAD-001733,ACC-00450,REP-0027,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3314.09,2025-03-28,2025-06-01
OPP-000734,LEAD-001736,ACC-01706,REP-0024,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1293.89,2025-12-30,2026-01-19
OPP-000735,LEAD-001738,ACC-00725,REP-0015,Enterprise,Organic Search,SOC2 + ISO 27001,Closed Lost,3500.39,2024-12-06,2025-04-02
OPP-000736,LEAD-001739,ACC-00742,REP-0037,SMB,Paid Search,SOC2 Starter,Closed Won,1203.17,2026-03-31,2026-04-11
OPP-000737,LEAD-001740,ACC-00479,REP-0027,SMB,Partner Referral,SOC2 Starter,Closed Lost,1297.05,2024-03-15,2024-03-24
OPP-000738,LEAD-001742,ACC-01430,REP-0013,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1325.41,2024-01-06,2024-01-27
OPP-000739,LEAD-001744,ACC-00341,REP-0013,SMB,Content Download,SOC2 Starter,Closed Won,1165.08,2024-10-18,2024-11-13
OPP-000740,LEAD-001746,ACC-00665,REP-0001,SMB,Security Conference,SOC2 Starter,Closed Lost,1288.13,2024-08-15,2024-08-27
OPP-000741,LEAD-001747,ACC-00128,REP-0010,SMB,Security Conference,SOC2 Starter,Closed Lost,1353.64,2025-02-27,2025-03-09
OPP-000742,LEAD-001750,ACC-01617,REP-0038,SMB,Content Download,SOC2 Starter,Closed Won,1234.9,2024-04-18,2024-05-12
OPP-000743,LEAD-001751,ACC-00223,REP-0001,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1338.11,2025-09-13,2025-10-31
OPP-000744,LEAD-001752,ACC-00006,REP-0015,SMB,Paid Search,SOC2 Starter,Closed Lost,1184.17,2024-03-01,2024-03-24
OPP-000745,LEAD-001753,ACC-01006,REP-0017,SMB,Paid Search,SOC2 Starter,Closed Lost,1501.64,2025-03-01,2025-03-10
OPP-000746,LEAD-001755,ACC-01125,REP-0001,SMB,Content Download,SOC2 Starter,Closed Lost,1483.64,2025-12-24,2026-01-16
OPP-000747,LEAD-001762,ACC-00032,REP-0034,SMB,Organic Search,SOC2 Starter,Closed Won,1465.78,2025-04-13,2025-05-03
OPP-000748,LEAD-001764,ACC-00948,REP-0001,Enterprise,Content Download,SOC2 Starter,Closed Lost,1357.31,2024-11-29,2025-04-30
OPP-000749,LEAD-001765,ACC-00424,REP-0006,SMB,Content Download,SOC2 Starter,Closed Lost,1109.89,2025-09-21,2025-10-05
OPP-000750,LEAD-001766,ACC-00965,REP-0024,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1043.12,2026-01-20,2026-02-14
OPP-000751,LEAD-001767,ACC-00827,REP-0024,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1182.69,2025-10-17,2025-11-07
OPP-000752,LEAD-001769,ACC-00775,REP-0014,SMB,Partner Referral,SOC2 Starter,Closed Won,1025.81,2025-07-07,2025-08-03
OPP-000753,LEAD-001772,ACC-01365,REP-0032,SMB,Paid Search,SOC2 Starter,Closed Won,1204.08,2024-09-16,2024-10-14
OPP-000754,LEAD-001773,ACC-00122,REP-0022,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,7757.11,2024-07-03,2024-08-22
OPP-000755,LEAD-001776,ACC-01717,REP-0019,SMB,Security Conference,SOC2 Starter,Closed Lost,1440.56,2025-12-25,2026-01-04
OPP-000756,LEAD-001781,ACC-01529,REP-0028,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,8044.86,2025-04-21,2025-07-02
OPP-000757,LEAD-001783,ACC-01352,REP-0022,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1454.43,2024-08-30,2024-09-24
OPP-000758,LEAD-001784,ACC-00337,REP-0019,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3265.0,2026-02-07,2026-04-12
OPP-000759,LEAD-001786,ACC-00188,REP-0033,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1392.86,2026-05-25,2026-06-03
OPP-000760,LEAD-001788,ACC-01800,REP-0025,Enterprise,Partner Referral,SOC2 + ISO 27001,Proposal,3447.17,2026-06-07,2026-06-30
OPP-000761,LEAD-001789,ACC-00742,REP-0017,SMB,Content Download,SOC2 Starter,Closed Lost,1122.89,2026-01-17,2026-02-05
OPP-000762,LEAD-001798,ACC-01587,REP-0012,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1490.38,2026-02-17,2026-03-09
OPP-000763,LEAD-001800,ACC-01120,REP-0011,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1534.4,2024-12-11,2025-01-07
OPP-000764,LEAD-001801,ACC-01206,REP-0026,SMB,Paid Search,SOC2 Starter,Closed Lost,1441.95,2025-11-12,2025-12-01
OPP-000765,LEAD-001804,ACC-01487,REP-0008,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,5630.88,2025-08-13,2025-10-01
OPP-000766,LEAD-001806,ACC-00222,REP-0019,SMB,Partner Referral,SOC2 Starter,Closed Lost,1140.45,2024-12-24,2025-01-20
OPP-000767,LEAD-001807,ACC-00627,REP-0034,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Won,6666.75,2024-01-02,2024-02-07
OPP-000768,LEAD-001808,ACC-01155,REP-0016,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1373.68,2024-12-19,2025-02-16
OPP-000769,LEAD-001809,ACC-01244,REP-0014,SMB,Security Conference,SOC2 Starter,Closed Lost,1178.93,2024-08-22,2024-08-29
OPP-000770,LEAD-001814,ACC-00144,REP-0011,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1478.93,2025-07-24,2025-08-02
OPP-000771,LEAD-001823,ACC-00663,REP-0022,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1516.64,2024-09-14,2024-10-05
OPP-000772,LEAD-001829,ACC-00974,REP-0012,SMB,Organic Search,SOC2 Starter,Closed Lost,1480.4,2025-04-03,2025-04-20
OPP-000773,LEAD-001830,ACC-01141,REP-0032,SMB,Paid Search,SOC2 Starter,Closed Lost,1133.26,2024-12-16,2024-12-27
OPP-000774,LEAD-001833,ACC-00859,REP-0023,SMB,Paid Search,SOC2 Starter,Closed Lost,1258.71,2025-06-27,2025-07-18
OPP-000775,LEAD-001838,ACC-00151,REP-0024,SMB,Partner Referral,SOC2 Starter,Closed Won,1147.52,2026-04-09,2026-04-19
OPP-000776,LEAD-001839,ACC-00995,REP-0030,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,7445.05,2025-02-07,2025-06-09
OPP-000777,LEAD-001841,ACC-01319,REP-0013,SMB,Content Download,SOC2 Starter,Closed Lost,1166.51,2024-02-02,2024-03-03
OPP-000778,LEAD-001843,ACC-01232,REP-0025,Enterprise,Paid Search,SOC2 + ISO 27001,Closed Won,2974.28,2024-02-21,2024-06-19
OPP-000779,LEAD-001844,ACC-00673,REP-0029,SMB,Security Conference,SOC2 Starter,Closed Won,1472.24,2024-09-15,2024-10-10
OPP-000780,LEAD-001845,ACC-00627,REP-0022,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1310.57,2025-07-19,2025-08-03
OPP-000781,LEAD-001846,ACC-01280,REP-0018,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1305.29,2025-11-14,2025-11-30
OPP-000782,LEAD-001848,ACC-00773,REP-0038,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1147.2,2026-04-30,2026-06-14
OPP-000783,LEAD-001849,ACC-00796,REP-0025,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,3439.89,2025-09-12,2025-10-19
OPP-000784,LEAD-001850,ACC-01238,REP-0038,SMB,Security Conference,SOC2 Starter,Closed Won,1433.65,2024-07-22,2024-08-10
OPP-000785,LEAD-001851,ACC-01062,REP-0028,SMB,Security Conference,SOC2 Starter,Closed Won,1535.22,2025-01-26,2025-02-09
OPP-000786,LEAD-001855,ACC-00251,REP-0035,SMB,Partner Referral,SOC2 Starter,Closed Lost,1422.78,2025-11-16,2025-12-15
OPP-000787,LEAD-001858,ACC-01277,REP-0019,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1177.16,2024-05-22,2024-06-17
OPP-000788,LEAD-001861,ACC-00956,REP-0018,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Lost,2758.2,2024-09-22,2024-11-10
OPP-000789,LEAD-001863,ACC-00704,REP-0010,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,6502.08,2024-03-26,2024-05-20
OPP-000790,LEAD-001865,ACC-00943,REP-0011,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2780.18,2026-04-14,2026-06-03
OPP-000791,LEAD-001866,ACC-00186,REP-0040,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3385.29,2024-09-23,2024-11-21
OPP-000792,LEAD-001868,ACC-00490,REP-0029,SMB,Partner Referral,SOC2 Starter,Closed Lost,1036.73,2025-06-03,2025-06-27
OPP-000793,LEAD-001871,ACC-00644,REP-0027,SMB,Content Download,SOC2 Starter,Closed Lost,1385.02,2024-03-28,2024-04-20
OPP-000794,LEAD-001873,ACC-00039,REP-0036,Enterprise,Security Conference,SOC2 + ISO 27001,Discovery,2985.19,2026-03-21,2026-06-30
OPP-000795,LEAD-001874,ACC-00001,REP-0031,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1373.19,2025-04-19,2025-05-07
OPP-000796,LEAD-001877,ACC-01279,REP-0014,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3600.2,2025-08-17,2025-10-16
OPP-000797,LEAD-001881,ACC-00926,REP-0040,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,7893.99,2025-11-05,2026-01-08
OPP-000798,LEAD-001883,ACC-01669,REP-0016,Enterprise,Compliance Webinar,SOC2 Starter,Closed Lost,1300.14,2025-07-13,2025-11-11
OPP-000799,LEAD-001884,ACC-00372,REP-0027,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1479.46,2024-09-29,2024-10-19
OPP-000800,LEAD-001887,ACC-00843,REP-0005,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Won,6672.56,2025-07-09,2025-08-12
OPP-000801,LEAD-001890,ACC-01621,REP-0035,SMB,Paid Search,SOC2 Starter,Closed Lost,1096.9,2024-09-21,2024-10-01
OPP-000802,LEAD-001891,ACC-01638,REP-0027,SMB,Content Download,SOC2 Starter,Closed Lost,1298.49,2025-03-31,2025-04-11
OPP-000803,LEAD-001895,ACC-00621,REP-0002,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,3094.45,2026-01-01,2026-02-06
OPP-000804,LEAD-001899,ACC-00927,REP-0002,Enterprise,Outbound Prospecting,SOC2 Starter,Closed Lost,1461.25,2024-11-05,2025-02-23
OPP-000805,LEAD-001901,ACC-01154,REP-0022,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Won,2859.17,2026-03-17,2026-04-12
OPP-000806,LEAD-001902,ACC-00100,REP-0035,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Won,1486.58,2026-01-28,2026-02-19
OPP-000807,LEAD-001903,ACC-01262,REP-0016,SMB,Organic Search,SOC2 Starter,Closed Lost,1515.25,2024-09-21,2024-10-06
OPP-000808,LEAD-001907,ACC-01618,REP-0038,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,2784.9,2025-10-03,2025-12-14
OPP-000809,LEAD-001909,ACC-00592,REP-0023,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,5640.33,2025-12-14,2026-02-05
OPP-000810,LEAD-001914,ACC-00164,REP-0039,Enterprise,Partner Referral,SOC2 + ISO 27001,Closed Won,2547.62,2025-12-12,2026-03-06
OPP-000811,LEAD-001916,ACC-00616,REP-0001,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2792.09,2026-02-28,2026-03-27
OPP-000812,LEAD-001920,ACC-01413,REP-0018,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,6745.43,2025-08-17,2025-10-27
OPP-000813,LEAD-001922,ACC-01732,REP-0006,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,8317.93,2025-07-24,2025-10-03
